模型,样本索引,真实标签,预测标签,预测概率
XGBoost,2498,0,1,0.5698174834251404
XGBoost,2499,0,0,0.007702120114117861
XGBoost,2500,0,0,0.00451577128842473
XGBoost,2501,0,0,0.004445679485797882
XGBoost,2502,0,0,0.1739051789045334
XGBoost,2503,0,0,0.027203993871808052
XGBoost,2504,1,0,0.009046731516718864
XGBoost,2505,0,0,0.0025932316202670336
XGBoost,2506,0,0,0.010283703915774822
XGBoost,2507,0,0,0.001931450911797583
XGBoost,2508,0,0,0.05439889803528786
XGBoost,2509,0,1,0.9180631041526794
XGBoost,2510,0,0,0.04479096084833145
XGBoost,2511,0,0,0.0023656052071601152
XGBoost,2512,0,0,0.08824099600315094
XGBoost,2513,0,0,0.00668097659945488
XGBoost,2514,0,1,0.6609216928482056
XGBoost,2515,0,0,0.02237553335726261
XGBoost,2516,0,0,0.16388259828090668
XGBoost,2517,0,0,0.01717318408191204
XGBoost,2518,0,0,0.0020177161786705256
XGBoost,2519,0,0,0.016613490879535675
XGBoost,2520,0,0,0.052134618163108826
XGBoost,2521,1,0,0.019195547327399254
XGBoost,2522,0,0,0.008506258018314838
XGBoost,2523,0,0,0.014811978675425053
XGBoost,2524,0,0,0.0987900123000145
XGBoost,2525,0,0,0.003133295336738229
XGBoost,2526,0,0,0.0010474099544808269
XGBoost,2527,0,0,0.015549076721072197
XGBoost,2528,0,0,0.04423423483967781
XGBoost,2529,0,0,0.01402509305626154
XGBoost,2530,0,0,0.005201853811740875
XGBoost,2531,0,0,0.05631036311388016
XGBoost,2532,0,0,0.277161568403244
XGBoost,2533,0,0,0.010663235560059547
XGBoost,2534,0,0,0.0773346796631813
XGBoost,2535,0,0,0.25299271941185
XGBoost,2536,1,1,0.7439894080162048
XGBoost,2537,0,0,0.0029950165189802647
XGBoost,2538,0,0,0.18772977590560913
XGBoost,2539,0,0,0.010626621544361115
XGBoost,2540,0,0,0.09439490735530853
XGBoost,2541,0,0,0.003386105876415968
XGBoost,2542,0,0,0.016857411712408066
XGBoost,2543,0,0,0.4020121097564697
XGBoost,2544,0,0,0.18738307058811188
XGBoost,2545,0,0,0.20033606886863708
XGBoost,2546,0,0,0.05140925571322441
XGBoost,2547,0,0,0.02865118347108364
XGBoost,2548,0,0,0.03115253895521164
XGBoost,2549,0,0,0.04956355690956116
XGBoost,2550,0,0,0.12653619050979614
XGBoost,2551,0,0,0.48517462611198425
XGBoost,2552,0,0,0.0726727694272995
XGBoost,2553,0,0,0.12322798371315002
XGBoost,2554,0,0,0.0019987900741398335
XGBoost,2555,0,0,0.005087530240416527
XGBoost,2556,0,0,0.0006080452003516257
XGBoost,2557,0,0,0.03440650552511215
XGBoost,2558,0,0,0.09491891413927078
XGBoost,2559,0,0,0.13933336734771729
XGBoost,2560,0,0,0.0830022394657135
XGBoost,2561,0,0,0.005622117780148983
XGBoost,2562,0,0,0.005125226452946663
XGBoost,2563,0,0,0.01965600997209549
XGBoost,2564,0,0,0.00036181657924316823
XGBoost,2565,0,0,0.0045622121542692184
XGBoost,2566,0,0,0.011773941107094288
XGBoost,2567,0,0,0.0026533319614827633
XGBoost,2568,0,0,0.040057480335235596
XGBoost,2569,0,0,0.10947936028242111
XGBoost,2570,0,0,0.006983777042478323
XGBoost,2571,0,0,0.007786587346345186
XGBoost,2572,0,0,0.01854746788740158
XGBoost,2573,0,0,0.009771821089088917
XGBoost,2574,0,0,0.02434096299111843
XGBoost,2575,0,0,0.07057679444551468
XGBoost,2576,0,0,0.0071806274354457855
XGBoost,2577,0,0,0.024545032531023026
XGBoost,2578,0,0,0.13547807931900024
XGBoost,2579,0,0,0.003438929095864296
XGBoost,2580,0,0,0.3703494668006897
XGBoost,2581,0,0,0.003541441634297371
XGBoost,2582,0,1,0.7380616068840027
XGBoost,2583,1,1,0.6309552788734436
XGBoost,2584,0,0,0.41950803995132446
XGBoost,2585,0,0,0.07816646248102188
XGBoost,2586,0,0,0.3556361198425293
XGBoost,2587,1,0,0.0586676262319088
XGBoost,2588,0,0,0.0011377963237464428
XGBoost,2589,0,0,0.01574590802192688
XGBoost,2590,0,0,0.00224613887257874
XGBoost,2591,0,0,0.004496213048696518
XGBoost,2592,0,0,0.04685140773653984
XGBoost,2593,0,0,0.0030847066082060337
XGBoost,2594,0,0,0.3167765140533447
XGBoost,2595,0,0,0.026623019948601723
XGBoost,2596,0,1,0.7652844190597534
XGBoost,2597,0,0,0.022917650640010834
XGBoost,2598,0,0,0.00722295418381691
XGBoost,2599,0,1,0.8354344964027405
XGBoost,2600,0,0,0.00615845900028944
XGBoost,2601,0,1,0.5739191174507141
XGBoost,2602,0,0,0.005170077551156282
XGBoost,2603,0,1,0.5013008117675781
XGBoost,2604,0,0,0.004632797557860613
XGBoost,2605,0,0,0.023036979138851166
XGBoost,2606,1,0,0.006479107309132814
XGBoost,2607,0,0,0.03754236549139023
XGBoost,2608,0,1,0.8441125154495239
XGBoost,2609,0,0,0.00188183574937284
XGBoost,2610,0,0,0.0008843450923450291
XGBoost,2611,0,0,0.010957974940538406
XGBoost,2612,0,0,0.028730493038892746
XGBoost,2613,1,0,0.020075062289834023
XGBoost,2614,0,0,0.008642044849693775
XGBoost,2615,1,0,0.05186014249920845
XGBoost,2616,0,0,0.1690158247947693
XGBoost,2617,0,0,0.0033170729875564575
XGBoost,2618,0,0,0.005420551169663668
XGBoost,2619,0,0,0.025848740711808205
XGBoost,2620,0,0,0.0002525105664972216
XGBoost,2621,0,0,0.022454572841525078
XGBoost,2622,0,0,0.010791477747261524
XGBoost,2623,0,0,0.02250560186803341
XGBoost,2624,0,0,0.035681404173374176
XGBoost,2625,0,0,0.31822657585144043
XGBoost,2626,0,1,0.6595433354377747
XGBoost,2627,0,0,0.0014426810666918755
XGBoost,2628,0,0,0.09887552261352539
XGBoost,2629,0,0,0.12219823896884918
XGBoost,2630,0,0,0.24425768852233887
XGBoost,2631,1,0,0.44966867566108704
XGBoost,2632,0,0,0.09383604675531387
XGBoost,2633,0,0,0.002446200931444764
XGBoost,2634,0,0,0.20812761783599854
XGBoost,2635,0,0,0.4398704767227173
XGBoost,2636,0,0,0.02168138325214386
XGBoost,2637,0,0,0.011139106936752796
XGBoost,2638,0,0,0.06404510885477066
XGBoost,2639,0,0,0.036129485815763474
XGBoost,2640,0,0,0.06626544892787933
XGBoost,2641,0,0,0.029811140149831772
XGBoost,2642,0,0,0.011276797391474247
XGBoost,2643,0,0,0.06001307815313339
XGBoost,2644,0,0,0.020358150824904442
XGBoost,2645,0,0,0.034997325390577316
XGBoost,2646,0,0,0.0739096999168396
XGBoost,2647,0,0,0.12697374820709229
XGBoost,2648,0,0,0.003419857006520033
XGBoost,2649,0,1,0.646477997303009
XGBoost,2650,0,0,0.0037865149788558483
XGBoost,2651,0,0,0.004531274549663067
XGBoost,2652,0,1,0.9310322403907776
XGBoost,2653,0,0,0.0005181449232622981
XGBoost,2654,0,0,0.00042395989294163883
XGBoost,2655,0,0,0.0029316076543182135
XGBoost,2656,0,0,0.025372207164764404
XGBoost,2657,0,0,0.06400088965892792
XGBoost,2658,0,0,0.031639520078897476
XGBoost,2659,0,0,0.007293105591088533
XGBoost,2660,0,0,0.0506085604429245
XGBoost,2661,0,0,0.06621305644512177
XGBoost,2662,0,0,0.3444907069206238
XGBoost,2663,0,0,0.002625825582072139
XGBoost,2664,0,0,0.005113217514008284
XGBoost,2665,0,0,0.008102965541183949
XGBoost,2666,0,0,0.3014204502105713
XGBoost,2667,0,0,0.00460246903821826
XGBoost,2668,0,0,0.051361583173274994
XGBoost,2669,0,0,0.02545085735619068
XGBoost,2670,0,0,0.004148429725319147
XGBoost,2671,0,0,0.1407000571489334
XGBoost,2672,0,0,0.03421943262219429
XGBoost,2673,0,0,0.44136956334114075
XGBoost,2674,0,0,0.09275898337364197
XGBoost,2675,0,0,0.0006385633605532348
XGBoost,2676,0,0,0.021814638748764992
XGBoost,2677,1,0,0.07906541973352432
XGBoost,2678,0,0,0.06978853046894073
XGBoost,2679,0,0,0.07460594922304153
XGBoost,2680,0,0,0.19161154329776764
XGBoost,2681,0,0,0.15440954267978668
XGBoost,2682,0,0,0.09041811525821686
XGBoost,2683,0,0,0.01123295072466135
XGBoost,2684,0,0,0.0023132930509746075
XGBoost,2685,0,0,0.000195777349290438
XGBoost,2686,0,0,0.0044083548709750175
XGBoost,2687,0,0,0.06561034917831421
XGBoost,2688,0,0,0.007093922235071659
XGBoost,2689,0,0,0.035978153347969055
XGBoost,2690,0,0,0.015770047903060913
XGBoost,2691,0,0,0.03851206600666046
XGBoost,2692,0,0,0.005201392341405153
XGBoost,2693,0,0,0.22414056956768036
XGBoost,2694,0,0,0.0706106424331665
XGBoost,2695,0,0,0.03961171954870224
XGBoost,2696,0,0,0.08712460100650787
XGBoost,2697,0,0,0.1122400164604187
XGBoost,2698,0,0,0.005705106537789106
XGBoost,2699,0,0,0.05051495134830475
XGBoost,2700,0,0,0.0009237758349627256
XGBoost,2701,0,0,0.02037433534860611
XGBoost,2702,1,0,0.009237733669579029
XGBoost,2703,0,0,0.022419027984142303
XGBoost,2704,0,0,0.00407825643196702
XGBoost,2705,0,0,0.04389762133359909
XGBoost,2706,0,0,0.007240660488605499
XGBoost,2707,0,0,0.02863500267267227
XGBoost,2708,0,0,0.0625385120511055
XGBoost,2709,0,0,0.0007754896651022136
XGBoost,2710,0,0,0.1718236804008484
XGBoost,2711,0,0,0.012151891365647316
XGBoost,2712,0,0,0.013357033021748066
XGBoost,2713,0,0,0.09234404563903809
XGBoost,2714,0,1,0.609828770160675
XGBoost,2715,0,0,0.003085906384512782
XGBoost,2716,0,0,0.025699246674776077
XGBoost,2717,0,0,0.12632431089878082
XGBoost,2718,0,0,0.021059945225715637
XGBoost,2719,0,0,0.0053749713115394115
XGBoost,2720,0,0,0.011934860609471798
XGBoost,2721,0,0,0.05585790053009987
XGBoost,2722,0,0,0.024744434282183647
XGBoost,2723,0,0,0.00935273990035057
XGBoost,2724,0,0,0.0005127923795953393
XGBoost,2725,0,0,0.06001649424433708
XGBoost,2726,0,0,0.019151359796524048
XGBoost,2727,0,0,0.021321209147572517
XGBoost,2728,0,0,0.05135771259665489
XGBoost,2729,1,0,0.033020440489053726
XGBoost,2730,0,0,0.07698195427656174
XGBoost,2731,0,0,0.07840228080749512
XGBoost,2732,0,0,0.0014658867148682475
XGBoost,2733,0,0,0.02996034547686577
XGBoost,2734,0,0,0.0031975097954273224
XGBoost,2735,0,0,0.0018615563167259097
XGBoost,2736,0,1,0.7953889966011047
XGBoost,2737,0,0,0.011408552527427673
XGBoost,2738,1,0,0.008045302703976631
XGBoost,2739,1,0,0.0035409284755587578
XGBoost,2740,0,0,0.017381226643919945
XGBoost,2741,0,0,0.011895411647856236
XGBoost,2742,0,1,0.95026695728302
XGBoost,2743,0,0,0.011516418308019638
XGBoost,2744,0,0,0.0027703384403139353
XGBoost,2745,0,0,0.012043062597513199
XGBoost,2746,0,0,0.03637856990098953
XGBoost,2747,0,0,0.016394417732954025
XGBoost,2748,0,0,0.12103814631700516
XGBoost,2749,1,0,0.011706815101206303
XGBoost,2750,0,0,0.007215315941721201
XGBoost,2751,0,0,0.3120708763599396
XGBoost,2752,0,0,0.016273941844701767
XGBoost,2753,0,0,0.000815211795270443
XGBoost,2754,0,0,0.05719231441617012
XGBoost,2755,0,0,0.002123998710885644
XGBoost,2756,0,0,0.1310594379901886
XGBoost,2757,0,0,0.06481903046369553
XGBoost,2758,0,0,0.010219327174127102
XGBoost,2759,0,0,0.014247042126953602
XGBoost,2760,1,0,0.04405181109905243
XGBoost,2761,0,0,0.013019442558288574
XGBoost,2762,0,0,0.009358038194477558
XGBoost,2763,0,0,0.010702049359679222
XGBoost,2764,0,0,0.03668452054262161
XGBoost,2765,1,0,0.012011775746941566
XGBoost,2766,0,0,0.017775926738977432
XGBoost,2767,0,0,0.016025777906179428
XGBoost,2768,0,0,0.039528630673885345
XGBoost,2769,0,0,0.0029814508743584156
XGBoost,2770,0,0,0.14329198002815247
XGBoost,2771,0,0,0.002677400130778551
XGBoost,2772,0,0,0.007601972669363022
XGBoost,2773,0,0,0.003727439558133483
XGBoost,2774,0,0,0.10637510567903519
XGBoost,2775,0,0,0.22065450251102448
XGBoost,2776,0,1,0.8678950071334839
XGBoost,2777,0,0,0.30229514837265015
XGBoost,2778,0,0,0.010891873389482498
XGBoost,2779,0,0,0.416994571685791
XGBoost,2780,0,0,0.16992579400539398
XGBoost,2781,0,0,0.033677056431770325
XGBoost,2782,0,0,0.4022812247276306
XGBoost,2783,0,0,0.15303075313568115
XGBoost,2784,0,0,0.027645541355013847
XGBoost,2785,0,0,0.3819037079811096
XGBoost,2786,0,0,0.0073882038705050945
XGBoost,2787,0,0,0.0075155445374548435
XGBoost,2788,0,0,0.288725346326828
XGBoost,2789,0,0,0.0020112788770347834
XGBoost,2790,0,0,0.0028237297665327787
XGBoost,2791,1,0,0.16988088190555573
XGBoost,2792,0,0,0.006010129582136869
XGBoost,2793,0,0,0.004727072548121214
XGBoost,2794,0,0,0.0030226476956158876
XGBoost,2795,0,0,0.0570136234164238
XGBoost,2796,0,0,0.02242748625576496
XGBoost,2797,0,0,0.01655535027384758
XGBoost,2798,0,0,0.07281342148780823
XGBoost,2799,0,0,0.004061676561832428
XGBoost,2800,0,0,0.1370658576488495
XGBoost,2801,0,0,0.002105507766827941
XGBoost,2802,0,0,0.30403968691825867
XGBoost,2803,0,0,0.006000452674925327
XGBoost,2804,0,0,0.0061749559827148914
XGBoost,2805,0,0,0.28963950276374817
XGBoost,2806,0,0,0.12975677847862244
XGBoost,2807,0,0,0.22819241881370544
XGBoost,2808,0,0,0.00037114814040251076
XGBoost,2809,0,0,0.002908825408667326
XGBoost,2810,0,0,0.012844126671552658
XGBoost,2811,0,0,0.006284542381763458
XGBoost,2812,0,0,0.0004101213125977665
XGBoost,2813,0,0,0.010609719902276993
XGBoost,2814,0,0,0.010428322479128838
XGBoost,2815,0,0,0.009247387759387493
XGBoost,2816,0,0,0.3924931585788727
XGBoost,2817,0,1,0.8319219350814819
XGBoost,2818,0,0,0.006526934914290905
XGBoost,2819,0,0,0.011462646536529064
XGBoost,2820,0,0,0.01989208534359932
XGBoost,2821,0,0,0.36082515120506287
XGBoost,2822,1,0,0.0004101558879483491
XGBoost,2823,0,0,0.0015344906132668257
XGBoost,2824,0,0,0.2559335231781006
XGBoost,2825,0,0,0.0177549347281456
XGBoost,2826,0,0,0.056845035403966904
XGBoost,2827,0,0,0.0005510805058293045
XGBoost,2828,0,0,0.04861648008227348
XGBoost,2829,0,0,0.02295074053108692
XGBoost,2830,0,1,0.6131324172019958
XGBoost,2831,0,0,0.4642294645309448
XGBoost,2832,1,0,0.001351723214611411
XGBoost,2833,0,0,0.28836536407470703
XGBoost,2834,0,1,0.6187586188316345
XGBoost,2835,0,0,0.35893335938453674
XGBoost,2836,0,0,0.014691701158881187
XGBoost,2837,0,1,0.5819041132926941
XGBoost,2838,0,0,0.09683597832918167
XGBoost,2839,0,0,0.009390180930495262
XGBoost,2840,0,0,0.1405208855867386
XGBoost,2841,0,0,0.005577335599809885
XGBoost,2842,0,0,0.1274060308933258
XGBoost,2843,1,0,0.00780134741216898
XGBoost,2844,0,0,0.0008495770744048059
XGBoost,2845,0,0,0.2320874035358429
XGBoost,2846,1,1,0.5562649965286255
XGBoost,2847,0,0,0.2255903035402298
XGBoost,2848,0,0,0.01594860479235649
XGBoost,2849,0,0,0.025235135108232498
XGBoost,2850,0,0,0.07393607497215271
XGBoost,2851,0,0,0.015059304423630238
XGBoost,2852,0,0,0.09300075471401215
XGBoost,2853,0,0,0.025779636576771736
XGBoost,2854,0,0,0.043895792216062546
XGBoost,2855,0,0,0.07650633156299591
XGBoost,2856,0,0,0.1632498949766159
XGBoost,2857,0,0,0.0018677429761737585
XGBoost,2858,0,0,0.001043034135363996
XGBoost,2859,0,0,0.005713744089007378
XGBoost,2860,0,0,0.0005156670813448727
XGBoost,2861,0,0,0.0033134962432086468
XGBoost,2862,0,0,0.17941544950008392
XGBoost,2863,0,1,0.7361869215965271
XGBoost,2864,0,0,0.05560421198606491
XGBoost,2865,0,0,0.02470690757036209
XGBoost,2866,1,0,0.007921252399682999
XGBoost,2867,0,0,0.011395212262868881
XGBoost,2868,0,0,0.465864360332489
XGBoost,2869,0,0,0.0037586961407214403
XGBoost,2870,0,0,0.15719161927700043
XGBoost,2871,0,0,0.05837106332182884
XGBoost,2872,0,0,0.3524302542209625
XGBoost,2873,0,0,0.0002284252259414643
XGBoost,2874,0,0,0.10484130680561066
XGBoost,2875,0,0,0.12459748238325119
XGBoost,2876,0,0,0.07643013447523117
XGBoost,2877,0,1,0.5004714131355286
XGBoost,2878,0,0,7.674006337765604e-05
XGBoost,2879,0,0,0.0005478525417856872
XGBoost,2880,0,0,0.020607486367225647
XGBoost,2881,0,0,0.013278547674417496
XGBoost,2882,0,0,0.00761779909953475
XGBoost,2883,0,0,0.004262140952050686
XGBoost,2884,0,0,0.00016211859474424273
XGBoost,2885,0,0,0.061967670917510986
XGBoost,2886,0,0,0.012181921862065792
XGBoost,2887,0,0,0.002773685147985816
XGBoost,2888,0,0,0.2863854467868805
XGBoost,2889,0,0,0.012443042360246181
XGBoost,2890,0,0,0.013667481951415539
XGBoost,2891,0,0,0.011653642170131207
XGBoost,2892,0,0,0.0034237776417285204
XGBoost,2893,0,0,0.0008018860826268792
XGBoost,2894,0,0,0.03985970839858055
XGBoost,2895,0,0,0.0143485302105546
XGBoost,2896,0,0,0.24266678094863892
XGBoost,2897,0,1,0.5112597942352295
XGBoost,2898,0,0,0.1647181659936905
XGBoost,2899,0,0,0.114789217710495
XGBoost,2900,0,0,0.04046289250254631
XGBoost,2901,0,0,0.004754473455250263
XGBoost,2902,0,0,0.03314235806465149
XGBoost,2903,0,0,0.015363538637757301
XGBoost,2904,1,0,0.05928298085927963
XGBoost,2905,0,0,0.27622470259666443
XGBoost,2906,0,0,0.3886266052722931
XGBoost,2907,0,0,0.0016397411236539483
XGBoost,2908,0,0,0.0035067726857960224
XGBoost,2909,0,0,0.3489997386932373
XGBoost,2910,0,0,0.11036469042301178
XGBoost,2911,0,0,0.027300337329506874
XGBoost,2912,0,0,0.005767274647951126
XGBoost,2913,0,0,0.00044749004882760346
XGBoost,2914,0,0,0.18951277434825897
XGBoost,2915,0,0,0.08738211542367935
XGBoost,2916,0,0,0.0025792880915105343
XGBoost,2917,0,0,0.009014650247991085
XGBoost,2918,0,0,0.010284747928380966
XGBoost,2919,0,0,0.010732939466834068
XGBoost,2920,0,0,0.026658209040760994
XGBoost,2921,0,0,0.007381516974419355
XGBoost,2922,0,0,0.10466406494379044
XGBoost,2923,0,1,0.5408067107200623
XGBoost,2924,0,0,0.017455516383051872
XGBoost,2925,1,0,0.0385037325322628
XGBoost,2926,0,1,0.6699292659759521
XGBoost,2927,0,0,0.3881513178348541
XGBoost,2928,0,0,0.014914257451891899
XGBoost,2929,0,0,0.002567361108958721
XGBoost,2930,0,0,0.004327101167291403
XGBoost,2931,1,0,0.006783750839531422
XGBoost,2932,0,1,0.5318451523780823
XGBoost,2933,0,0,0.003675677115097642
XGBoost,2934,0,0,0.014073171652853489
XGBoost,2935,0,1,0.6705161333084106
XGBoost,2936,0,0,0.003972307778894901
XGBoost,2937,0,1,0.7850687503814697
XGBoost,2938,0,1,0.548082172870636
XGBoost,2939,0,0,0.22821730375289917
XGBoost,2940,0,0,0.03554529696702957
XGBoost,2941,0,0,0.0003512013063300401
XGBoost,2942,0,0,0.0028311898931860924
XGBoost,2943,0,0,0.012269709259271622
XGBoost,2944,0,0,0.03183131292462349
XGBoost,2945,0,0,0.14069516956806183
XGBoost,2946,0,0,0.003002837998792529
XGBoost,2947,0,0,0.005905971396714449
XGBoost,2948,0,0,0.00431164912879467
XGBoost,2949,0,0,0.01179465465247631
XGBoost,2950,0,0,0.027260014787316322
XGBoost,2951,0,0,0.03363257646560669
XGBoost,2952,0,0,0.0402008555829525
XGBoost,2953,0,0,0.029252592474222183
XGBoost,2954,0,0,0.003632069332525134
XGBoost,2955,0,0,0.004846646916121244
XGBoost,2956,0,0,0.0025152242742478848
XGBoost,2957,0,0,0.007519945967942476
XGBoost,2958,1,0,0.036549992859363556
XGBoost,2959,0,0,0.006144294049590826
XGBoost,2960,0,0,0.32035592198371887
XGBoost,2961,0,0,0.029240287840366364
XGBoost,2962,0,0,0.019645413383841515
XGBoost,2963,0,0,0.007979252375662327
XGBoost,2964,0,0,0.03647463023662567
XGBoost,2965,0,0,0.06194089725613594
XGBoost,2966,0,0,0.022374363616108894
XGBoost,2967,0,0,0.07039804756641388
XGBoost,2968,0,0,0.06010085344314575
XGBoost,2969,0,0,0.013719150796532631
XGBoost,2970,0,0,0.03408258035778999
XGBoost,2971,0,0,0.4526500105857849
XGBoost,2972,0,0,0.008506552316248417
XGBoost,2973,0,0,0.005968770477920771
XGBoost,2974,0,0,0.1793905347585678
XGBoost,2975,0,1,0.8094730377197266
XGBoost,2976,1,0,0.04708725959062576
XGBoost,2977,0,0,0.0016015032306313515
XGBoost,2978,0,0,0.4263712465763092
XGBoost,2979,0,0,0.005490323528647423
XGBoost,2980,0,0,0.0022208960726857185
XGBoost,2981,0,0,0.03111853078007698
XGBoost,2982,0,0,0.013879447244107723
XGBoost,2983,0,0,0.005956368520855904
XGBoost,2984,0,0,0.1832617223262787
XGBoost,2985,0,0,0.09201619029045105
XGBoost,2986,0,0,0.1300450712442398
XGBoost,2987,0,0,0.008738549426198006
XGBoost,2988,0,0,0.01313695777207613
XGBoost,2989,0,0,0.11978278309106827
XGBoost,2990,0,0,0.3441402316093445
XGBoost,2991,0,0,0.01242956705391407
XGBoost,2992,0,0,0.1295938342809677
XGBoost,2993,0,0,0.019506990909576416
XGBoost,2994,0,0,0.007277387194335461
XGBoost,2995,0,0,0.07107998430728912
XGBoost,2996,0,1,0.8285626769065857
XGBoost,2997,0,0,0.0639621913433075
XGBoost,2998,0,0,0.04993455111980438
XGBoost,2999,0,0,0.06673666089773178
XGBoost,3000,0,0,0.013928799889981747
XGBoost,3001,0,0,0.0012609330005943775
XGBoost,3002,0,0,0.10349868983030319
XGBoost,3003,0,0,0.15543802082538605
XGBoost,3004,0,0,0.3022158145904541
XGBoost,3005,1,0,0.3299531638622284
XGBoost,3006,0,0,0.010156049393117428
XGBoost,3007,0,0,0.003982591442763805
XGBoost,3008,0,0,0.02903648093342781
XGBoost,3009,0,0,0.016410481184720993
XGBoost,3010,0,0,0.014821785502135754
XGBoost,3011,0,0,0.08345001935958862
XGBoost,3012,0,0,0.3357914090156555
XGBoost,3013,0,0,0.041871409863233566
XGBoost,3014,0,0,0.1373768299818039
XGBoost,3015,0,0,0.014428765513002872
XGBoost,3016,0,0,0.15768375992774963
XGBoost,3017,0,0,0.008666890673339367
XGBoost,3018,0,0,0.03679392859339714
XGBoost,3019,1,0,0.17416858673095703
XGBoost,3020,0,0,0.002025048015639186
XGBoost,3021,0,0,0.06412699073553085
XGBoost,3022,0,0,0.015281522646546364
XGBoost,3023,0,0,0.012867520563304424
XGBoost,3024,0,0,0.013588942587375641
XGBoost,3025,0,0,0.0690033808350563
XGBoost,3026,0,0,0.028213847428560257
XGBoost,3027,0,0,0.01556645892560482
XGBoost,3028,0,0,0.06094668433070183
XGBoost,3029,0,0,0.00820505153387785
XGBoost,3030,0,0,0.0031236677896231413
XGBoost,3031,0,0,0.009821167215704918
XGBoost,3032,0,0,0.12274519354104996
XGBoost,3033,0,0,0.0006447883788496256
XGBoost,3034,0,0,0.04651353508234024
XGBoost,3035,0,0,0.007812561467289925
XGBoost,3036,0,0,0.10446423292160034
XGBoost,3037,0,0,0.012790121138095856
XGBoost,3038,0,0,0.004027767572551966
XGBoost,3039,0,0,0.003784050000831485
XGBoost,3040,0,0,0.09005674719810486
XGBoost,3041,0,0,0.0941210687160492
XGBoost,3042,0,0,0.3168541491031647
XGBoost,3043,0,0,0.002975149778649211
XGBoost,3044,0,0,0.11237481236457825
XGBoost,3045,1,0,0.013060184195637703
XGBoost,3046,0,0,0.0030006004963070154
XGBoost,3047,0,0,0.0639139786362648
XGBoost,3048,0,0,0.02302083931863308
XGBoost,3049,0,0,0.2274700254201889
XGBoost,3050,0,0,0.24075093865394592
XGBoost,3051,0,1,0.7782591581344604
XGBoost,3052,0,0,0.06820549815893173
XGBoost,3053,0,0,0.06475753337144852
XGBoost,3054,0,0,0.025585666298866272
XGBoost,3055,0,0,0.014188817702233791
XGBoost,3056,0,0,0.01381334662437439
XGBoost,3057,0,0,0.13663974404335022
XGBoost,3058,0,0,0.04334782063961029
XGBoost,3059,0,0,0.015541335567831993
XGBoost,3060,0,0,0.22798575460910797
XGBoost,3061,0,0,0.05049000307917595
XGBoost,3062,0,1,0.5791022181510925
XGBoost,3063,0,0,0.0068208626471459866
XGBoost,3064,0,0,0.012196246534585953
XGBoost,3065,0,0,0.36112794280052185
XGBoost,3066,0,0,0.1913313865661621
XGBoost,3067,0,0,0.006152178160846233
XGBoost,3068,0,0,0.0005645737983286381
XGBoost,3069,0,0,0.0441831611096859
XGBoost,3070,0,0,0.044499050825834274
XGBoost,3071,0,0,0.46011754870414734
XGBoost,3072,0,0,0.04389787092804909
XGBoost,3073,0,0,0.07076344639062881
XGBoost,3074,0,0,0.00214766850695014
XGBoost,3075,0,0,0.005917536560446024
XGBoost,3076,0,0,0.000679314776789397
XGBoost,3077,0,0,0.017725618556141853
XGBoost,3078,0,0,0.03063727356493473
XGBoost,3079,0,1,0.5128781199455261
XGBoost,3080,0,1,0.5075173377990723
XGBoost,3081,0,0,0.3011862337589264
XGBoost,3082,0,0,0.14620479941368103
XGBoost,3083,0,0,0.13883329927921295
XGBoost,3084,0,0,0.02916792593896389
XGBoost,3085,0,0,0.03262092545628548
XGBoost,3086,0,1,0.829820990562439
XGBoost,3087,0,0,0.03181987628340721
XGBoost,3088,0,0,0.2522152364253998
XGBoost,3089,0,0,0.002106495900079608
XGBoost,3090,1,0,0.0011116571258753538
XGBoost,3091,0,0,0.0017750500701367855
XGBoost,3092,0,0,0.0612727552652359
XGBoost,3093,0,0,0.19844530522823334
XGBoost,3094,0,0,0.007823924534022808
XGBoost,3095,0,0,0.2778172492980957
XGBoost,3096,0,0,0.09213106334209442
XGBoost,3097,0,0,0.3101080656051636
XGBoost,3098,0,0,0.11126982420682907
XGBoost,3099,0,0,0.023317115381360054
XGBoost,3100,0,0,0.001622857409529388
XGBoost,3101,0,0,0.015560658648610115
XGBoost,3102,0,0,0.1100316271185875
XGBoost,3103,0,0,0.016792787238955498
XGBoost,3104,0,0,0.005066846963018179
XGBoost,3105,0,0,0.009123572148382664
XGBoost,3106,0,0,0.0015546927461400628
XGBoost,3107,0,0,0.022019943222403526
XGBoost,3108,0,0,0.003784006694331765
XGBoost,3109,0,0,0.03402136266231537
XGBoost,3110,0,0,0.06759901344776154
XGBoost,3111,0,0,0.015578820370137691
XGBoost,3112,0,0,0.0065203276462852955
XGBoost,3113,0,0,0.0009581603808328509
XGBoost,3114,0,0,0.1342621147632599
XGBoost,3115,0,0,0.0064666783437132835
XGBoost,3116,0,0,0.32115477323532104
XGBoost,3117,0,0,0.0026731917168945074
XGBoost,3118,0,0,0.0031514782458543777
XGBoost,3119,0,0,0.0008202650351449847
XGBoost,3120,0,0,0.001988850999623537
XGBoost,3121,0,0,0.03498739004135132
XGBoost,3122,0,0,0.004059397149831057
XGBoost,3123,0,0,0.38479509949684143
XGBoost,3124,0,0,0.044439274817705154
XGBoost,3125,0,0,0.01334791723638773
XGBoost,3126,0,0,0.24439650774002075
XGBoost,3127,0,0,0.04956300929188728
XGBoost,3128,0,0,0.0030667344108223915
XGBoost,3129,0,0,0.0034544754307717085
