证券代码,时间,舞弊标签,流动比率,速动比率,资产负债率,权益乘数,总资产净利润率(ROA)A,净资产收益率（ROE）A,营业净利率,营业毛利率,总资产周转率A,应收账款周转率A,存货周转率A,异常经营活动现金流量,现金比率,营业收入增长率A,净利润增长率A,总资产增长率A,无形资产比率,固定资产比率,管理费用率,财务费用率
528,2023,0,1.493864,1.113048,0.613625,2.588156,0.020216,0.052323,0.034217,0.208193,0.590817,3.365786,2.568833,-0.0157,0.424237,0.053762,-0.480613,0.102231,0.03116,0.131389,0.029569,0.005518
530,2023,0,1.262988,0.871183,0.619735,2.629748,0.006637,0.017453,0.011249,0.168263,0.589983,3.054959,2.445211,-0.0662,0.160354,-0.047654,-2.327752,0.073786,0.025794,0.15826,0.052029,0.006262
533,2023,0,1.314844,1.1269,0.654685,2.895908,0.03369,0.097564,0.043353,0.214893,0.77711,1.648002,5.694792,0.0143,0.081408,-0.063495,-0.582038,0.042483,0.085423,0.065507,0.057995,0.005058
538,2023,0,2.851012,2.345257,0.258048,1.347796,0.07665,0.103308,0.105406,0.265058,0.727188,3.924405,4.461914,-0.0099,1.111007,0.004649,-0.999958,0.00869,0.010847,0.049511,0.027064,-0.006628
541,2023,0,1.434706,1.137894,0.422987,1.733062,0.022715,0.039367,0.042471,0.187968,0.534844,4.326389,3.731189,0.0247,0.466974,0.013151,-0.333429,0.107628,0.025661,0.203917,0.047536,-0.003588
551,2023,0,1.534737,0.988113,0.459902,1.851517,0.043829,0.081151,0.062501,0.215268,0.701255,5.354493,2.365211,-0.0206,0.411563,0.090708,-0.436289,-0.02215,0.027728,0.147743,0.069029,-0.002148
559,2023,0,1.164686,0.900768,0.566788,2.308338,0.039819,0.091916,0.05742,0.15449,0.693465,6.303258,4.353321,0.0051,0.453873,-0.108072,0.286113,0.088705,0.010668,0.120762,0.031941,0.00324
581,2023,0,1.920905,1.631313,0.28143,1.391653,0.068129,0.094813,0.172462,0.175138,0.39504,2.875704,4.423576,0.0147,0.288676,0.243332,0.401329,-0.015697,0.017266,0.141361,0.055178,0.004331
586,2023,0,2.155169,1.807966,0.410367,1.695969,0.0357,0.060547,0.041643,0.294155,0.857289,1.742099,4.409829,-0.0615,0.350614,0.293001,-0.841272,0.036032,0.026075,0.096682,0.076529,0.0009
589,2023,0,1.020606,0.825449,0.595795,2.473991,0.047495,0.117502,0.087439,0.222102,0.543179,5.970717,4.652666,0.0573,0.361482,-0.012211,-0.301006,0.121458,0.024023,0.350487,0.045097,0.004154
597,2023,0,1.022425,0.879864,0.662246,2.960732,0.024616,0.072882,0.045611,0.406758,0.539699,4.545107,3.58495,-0.0178,0.289174,-0.030727,0.578599,0.105952,0.044637,0.276581,0.098937,-0.003636
636,2023,0,2.586026,2.327086,0.224192,1.288978,0.011634,0.014996,0.042921,0.143546,0.271057,3.39704,5.195723,-0.0191,1.581331,-0.157311,1.281852,-0.015949,0.01826,0.333576,0.069758,-0.032807
651,2023,0,1.135126,0.973027,0.672205,3.050689,0.075312,0.229755,0.135891,0.305687,0.55421,12.669931,4.347124,0.1064,0.153815,-0.121903,0.142708,0.036565,0.029419,0.092472,0.032073,-0.017289
657,2023,0,1.752125,1.035679,0.498955,1.995828,0.045222,0.090256,0.046072,0.168678,0.981553,6.947548,3.176118,-0.0534,0.185619,0.061959,1.269997,0.109243,0.036656,0.280671,0.046562,0.003877
677,2023,0,3.178208,2.707182,0.238366,1.312966,0.075245,0.098795,0.096134,0.209458,0.782715,4.535056,6.233932,0.0126,1.164226,-0.02825,-0.44101,0.127048,0.053137,0.259539,0.045394,-0.006767
680,2023,0,1.403197,1.104397,0.56335,2.290166,0.057236,0.13108,0.072906,0.184428,0.785062,3.102798,3.961183,-0.0335,0.222009,0.129645,0.30594,0.165201,0.030654,0.098246,0.036991,-0.000456
682,2023,0,1.56056,0.945514,0.548549,2.215081,0.054331,0.120348,0.09345,0.336978,0.581393,4.408455,1.179433,0.0913,0.532654,0.503612,1.169847,0.165063,0.011272,0.078629,0.056766,-0.009218
700,2023,0,0.922555,0.738731,0.628689,2.693162,0.048344,0.130198,0.051995,0.173904,0.929777,4.300929,6.932966,0.0438,0.141041,0.162175,-0.800611,0.003939,0.017957,0.283875,0.067239,0.02094
703,2023,0,0.66118,0.427332,0.704194,3.380591,0.003412,0.011535,0.002708,0.037591,1.260023,22.977906,10.032792,-0.0536,0.15252,-0.069699,-0.538611,-0.034946,0.025306,0.420445,0.010534,0.023826
708,2023,0,1.034493,0.687022,0.642643,2.798319,0.050624,0.141663,0.051729,0.131386,0.978647,21.933454,5.75343,0.0374,0.15854,-0.017235,0.002708,0.283468,0.067046,0.432518,0.017752,0.006339
716,2023,1,1.054557,0.74909,0.403677,1.676942,0.012749,0.02138,0.021176,0.236277,0.602049,6.03393,4.781155,-0.0056,0.089285,0.081218,-0.797434,-0.051032,0.07713,0.293722,0.059512,0.025086
719,2023,0,1.362969,1.198218,0.37178,1.591798,0.080079,0.12747,0.142406,0.383651,0.562332,8.747132,6.148992,0.0533,0.275394,0.387621,2.155188,0.106677,0.065887,0.114035,0.108291,-0.012704
726,2023,0,3.426559,2.119757,0.283897,1.396447,0.029512,0.041212,0.066486,0.229824,0.443883,7.213201,2.161529,0.0004,0.832764,0.076659,-0.318569,0.005931,0.025565,0.416796,0.064133,0.000914
738,2023,0,3.885511,3.378409,0.226518,1.292855,0.046277,0.059829,0.137132,0.274646,0.337461,3.419625,2.669966,0.0209,1.369196,-0.10413,-0.110415,0.049222,0.05123,0.184709,0.082354,-0.017114
739,2023,0,1.326652,0.996374,0.512016,2.049247,0.082655,0.16938,0.091972,0.256638,0.898689,6.769286,4.094201,-0.0052,0.390392,0.168307,-0.184912,0.062088,0.025047,0.235055,0.040661,-0.009096
756,2023,0,1.333199,0.805048,0.423647,1.735049,0.061079,0.105974,0.062476,0.295241,0.977635,11.574653,4.34822,-0.0599,0.314434,-0.121602,-0.150808,0.002586,0.059731,0.401385,0.063429,0.002018
778,2023,0,1.247697,0.958722,0.487087,1.949647,0.025436,0.049591,0.032656,0.062929,0.778916,16.720749,7.207402,-0.0197,0.480634,-0.412624,-0.045405,-0.006912,0.048614,0.392538,0.014882,0.005535
786,2023,0,2.188839,1.726758,0.225985,1.291965,0.115937,0.149787,0.158509,0.298801,0.731423,10.782871,6.063452,0.1044,0.091016,-0.04797,-0.100003,0.056142,0.08188,0.43897,0.036324,0.003803
788,2023,0,2.12057,1.930326,0.417045,1.715398,0.01819,0.031204,0.020218,0.324524,0.899729,1.759249,8.045848,-0.0319,0.357325,-0.058242,-1.122085,-0.07535,0.047036,0.0481,0.05349,0.000361
790,2023,0,0.986522,0.87287,0.495475,1.982064,0.013875,0.027502,0.029503,0.394873,0.470301,2.091457,5.604773,-0.0349,0.122205,0.747239,-0.24569,0.272155,0.069927,0.166512,0.091691,0.011706
795,2023,0,2.129566,1.616486,0.371719,1.591643,0.022023,0.035053,0.023958,0.181674,0.919232,4.084018,4.127834,0.0362,0.73858,0.096782,-0.889257,-0.154891,0.028706,0.185849,0.04629,-0.00324
801,2023,0,1.568571,1.370782,0.516073,2.066428,0.036676,0.075788,0.064278,0.237955,0.570582,1.617204,4.48655,-0.0159,0.23937,0.100734,-0.022802,0.143735,0.00392,0.054754,0.055477,0.004267
810,2023,0,1.914074,1.534408,0.443612,1.797306,0.051645,0.092822,0.055628,0.167468,0.928396,3.39975,4.743617,-0.015,0.7066,0.220258,0.292736,0.058308,0.027567,0.054478,0.01675,-0.012735
811,2023,0,1.479918,1.20018,0.497172,1.988751,0.058354,0.116052,0.088734,0.255627,0.657631,4.382452,3.943894,-0.0285,0.430398,-0.002312,-0.541152,0.04653,0.019167,0.102028,0.046527,-0.001358
818,2023,0,1.88167,1.38338,0.31761,1.465438,0.017591,0.025778,0.02884,0.186785,0.609949,4.940799,3.975747,-0.0788,0.413059,0.218067,0.096053,0.173751,0.103202,0.196725,0.051262,0.007687
823,2023,0,2.439425,1.951577,0.387234,1.631945,0.027061,0.044163,0.041881,0.182032,0.646144,3.532399,4.537458,0.0305,0.968789,-0.044601,-0.03698,-0.016227,0.013014,0.358637,0.051123,0.002418
850,2023,0,1.304121,0.941038,0.395782,1.655032,0.016806,0.027814,0.034883,0.127903,0.481785,9.922518,3.730091,-0.0553,0.172815,0.468032,-1.121022,0.013567,0.052289,0.325073,0.033836,0.019076
852,2023,0,1.202892,0.702707,0.686619,3.191007,0.010827,0.03455,0.01295,0.158984,0.836108,3.423119,2.086372,0.0068,0.209177,0.219329,-0.766605,0.01035,0.00897,0.139743,0.044701,0.008355
869,2023,0,2.785303,1.500738,0.175892,1.213433,0.039444,0.047862,0.119968,0.592456,0.328785,11.474466,0.646196,0.0142,0.911915,0.897621,0.959104,0.012509,0.040688,0.434536,0.069329,0.002528
880,2023,0,1.122678,0.944427,0.642495,2.797163,0.030644,0.085717,0.044253,0.121108,0.692471,12.635789,5.846631,0.0319,0.553527,0.055896,-0.33498,0.06656,0.027863,0.149971,0.030823,-0.009012
887,2023,0,1.756152,1.289786,0.470488,1.888531,0.048719,0.092008,0.06454,0.219537,0.754872,4.126315,3.836005,-0.0165,0.235832,-0.02511,-0.265608,0.086741,0.028689,0.204777,0.057554,0.009774
910,2023,0,2.757124,1.991195,0.279419,1.387769,0.035927,0.049858,0.05242,0.259143,0.685365,3.539409,2.501756,0.0065,1.046425,0.16259,-0.365375,-0.003893,0.049985,0.167462,0.09173,-0.003715
917,2023,0,1.673113,1.377051,0.337,1.508296,0.021591,0.032565,0.094709,0.307744,0.227969,6.773981,2.787698,-0.0152,0.466373,0.03109,1.549223,-0.027679,0.003179,0.062862,0.146126,0.028424
919,2023,0,2.759329,2.440171,0.190215,1.234896,0.023555,0.029088,0.038477,0.210398,0.61218,8.763663,8.205709,-0.0293,1.453036,0.028133,-0.98736,0.001369,0.058669,0.285122,0.120508,-0.008095
920,2023,0,2.534031,2.104676,0.220677,1.283165,0.071197,0.091358,0.103047,0.3585,0.690924,9.02692,5.573485,-0.0046,1.245997,0.111501,-0.571589,-0.155307,0.08712,0.290643,0.091736,-0.003735
931,2023,1,1.130433,0.946824,0.540293,2.175297,0.017291,0.037613,0.028698,0.579309,0.602515,2.439294,3.431368,-0.0063,0.122272,0.11476,-0.375786,0.037134,0.029764,0.231562,0.096026,0.023629
937,2023,1,0.965672,0.904029,0.510025,2.040921,0.107538,0.219476,0.231292,0.367677,0.464943,8.636532,13.142138,0.0073,0.58511,-0.290874,0.73599,0.016202,0.102619,0.365038,0.067715,0.024537
938,2023,0,1.618219,0.907969,0.541135,2.179288,0.042222,0.092015,0.04766,0.195968,0.885902,5.48596,2.225131,-0.0929,0.369164,0.152507,0.073277,0.178247,0.047197,0.012085,0.018011,0.009978
951,2023,0,1.44734,1.252121,0.575977,2.358361,0.038593,0.091016,0.034018,0.07848,1.134487,7.552664,9.465323,-0.0262,0.535317,0.068988,1.364554,0.078881,0.022351,0.113353,0.007818,-0.005433
957,2023,0,1.243222,1.123475,0.679224,3.117444,0.008188,0.025527,0.016413,0.239352,0.498898,1.306807,5.057614,0.0043,0.212762,0.288385,-1.183967,-0.091972,0.053175,0.110137,0.035468,-0.002095
963,2023,0,1.712242,1.315096,0.355933,1.552634,0.084943,0.131886,0.070067,0.323999,1.212311,5.449016,6.401016,0.074,0.38955,0.021986,-0.133801,0.074286,0.069646,0.123552,0.03496,0.00126
969,2023,0,1.791137,1.154498,0.413308,1.704473,0.030213,0.051498,0.041958,0.175644,0.720091,8.481733,2.735545,0.0127,0.647643,0.177884,0.286668,0.042926,0.033638,0.25248,0.05176,-0.003016
970,2023,0,3.28903,2.008655,0.303764,1.436295,0.032243,0.04631,0.043276,0.127067,0.745043,3.599614,2.231688,0.0716,0.896055,-0.081301,-0.154667,-0.042217,0.010853,0.157171,0.044175,-0.005321
973,2023,0,2.669715,2.049574,0.25097,1.33506,0.052517,0.070113,0.108829,0.229908,0.482564,8.53384,3.645328,0.0234,1.08554,-0.560496,-0.877629,0.011246,0.044123,0.261301,0.07226,0.005783
988,2023,0,2.403623,2.055426,0.472799,1.896809,0.057365,0.10881,0.097822,0.231141,0.586424,2.758964,4.154806,0.0406,0.769796,0.374085,-0.174767,0.035972,0.021546,0.110857,0.040392,-0.010468
989,2023,0,2.264929,1.518637,0.259387,1.350233,0.0555,0.074938,0.0999,0.605453,0.555559,6.702913,1.214503,-0.0381,0.521914,0.07158,-0.809902,0.008722,0.050394,0.214241,0.070843,-0.002126
990,2023,0,1.16818,1.009616,0.282799,1.394308,0.011207,0.015626,0.023234,0.13212,0.482353,10.937654,12.479223,-0.0028,0.414915,-0.307194,-0.637276,0.042022,0.021885,0.198542,0.034452,0.011499
993,2023,0,2.668967,1.788218,0.259291,1.350058,0.068029,0.091843,0.152993,0.328625,0.444651,7.146086,3.534049,-0.0522,0.941211,-0.561685,-2.173733,-0.237482,0.028476,0.517525,0.093089,0.013515
997,2023,0,1.255943,1.11631,0.49179,1.967692,0.077693,0.152876,0.134751,0.352494,0.576568,8.202004,5.58335,0.153,0.37013,0.17135,-0.183093,0.139186,0.010074,0.031219,0.071138,-0.013243
1207,2023,0,2.660574,2.452126,0.253819,1.340158,0.07239,0.097014,0.088892,0.149942,0.814363,5.141021,13.488109,-0.0118,1.216613,0.014791,0.01415,0.209949,0.062761,0.210556,0.01784,-0.008229
1208,2023,0,1.303511,1.087474,0.612527,2.580827,0.021749,0.05613,0.024928,0.127602,0.872445,3.599865,6.846582,0.0031,0.186933,0.001346,-0.004962,0.113595,0.01443,0.064376,0.01438,0.005856
1211,2023,0,1.109336,0.775173,0.462098,1.859074,-0.007355,-0.013673,-0.011834,0.326749,0.621487,3.670175,3.087462,-0.0614,0.140175,0.271724,-1.649057,0.155545,0.055769,0.289592,0.060772,0.010492
1215,2023,0,1.73239,1.124396,0.327991,1.488075,0.073287,0.109057,0.069741,0.237004,1.050851,19.284232,6.348136,-0.0043,0.751049,0.200107,0.033938,0.139792,0.041502,0.508015,0.084327,0.003069
1216,2023,0,3.954569,3.429908,0.191139,1.236306,0.090792,0.112247,0.145597,0.323612,0.623587,12.451313,5.402885,0.0743,1.617556,-0.026237,-0.509107,0.054596,0.054705,0.260152,0.056515,-0.007731
1218,2023,0,2.830233,2.027916,0.211386,1.268047,0.050028,0.063438,0.041771,0.125676,1.197672,8.60062,7.178291,-0.0693,0.949477,0.013749,-0.221723,0.011932,0.061359,0.209006,0.031267,-0.007548
1234,2023,0,3.420135,2.796788,0.209915,1.265686,0.057532,0.072817,0.081605,0.185591,0.705006,4.520434,4.472285,-0.0274,0.824595,-0.134816,-0.471627,0.024077,0.023408,0.259714,0.057551,-0.003325
1696,2023,0,1.789358,1.507012,0.482295,1.931602,0.036758,0.071002,0.046476,0.14553,0.790901,5.292447,8.115468,0.0076,0.429444,0.263267,-1.170419,0.171394,0.031907,0.104838,0.029928,0.006834
1914,2023,0,1.165526,1.016168,0.4673,1.877231,0.039704,0.074534,0.047269,0.11557,0.839961,6.815966,12.376729,0.052,0.57834,0.230172,-0.413053,0.044292,0.00147,0.033709,0.038725,0.004025
2001,2023,0,2.023047,1.317624,0.363583,1.571296,0.069603,0.109368,0.180293,0.329774,0.386057,6.087359,2.345861,0.0847,0.72628,0.142107,-0.026665,0.023221,0.061486,0.558278,0.036455,0.00433
2003,2023,0,1.949941,1.522631,0.27319,1.375875,0.0924,0.12713,0.142618,0.409208,0.647881,8.397482,3.817723,0.0492,0.985559,-0.068497,-0.89223,0.261209,0.063561,0.310666,0.104179,0.004246
2004,2023,0,1.070873,0.819353,0.460262,1.852752,0.02203,0.040817,0.058383,0.391136,0.377337,7.717357,2.639464,0.0067,0.265952,-0.081369,-1.866556,0.023243,0.052034,0.25146,0.112415,0.019904
2006,2023,0,1.708352,1.291635,0.466334,1.873832,0.074081,0.138815,0.119178,0.32452,0.621599,2.248245,2.203773,-0.0479,0.171314,0.397811,-0.107039,-0.042502,0.013667,0.171163,0.080208,-0.006422
2008,2023,0,1.647421,1.353956,0.521048,2.08789,0.026641,0.055623,0.064659,0.349404,0.412016,1.922188,2.086683,-0.0025,0.46906,0.425124,-0.171054,0.067134,0.049332,0.115407,0.076394,0.000668
2011,2023,0,1.597365,1.364835,0.593231,2.458399,0.067927,0.166992,0.06435,0.19192,1.055594,5.63525,7.193353,0.0157,0.443022,0.022474,-0.068793,0.294789,0.016224,0.09467,0.029881,0.002917
2014,2023,0,2.015687,1.772364,0.358335,1.558447,0.106122,0.165386,0.1226,0.246623,0.865596,5.793286,8.407107,0.0594,0.907202,0.029972,-0.001828,0.092555,0.021135,0.288656,0.038053,0.002921
2016,2023,1,2.698519,0.978339,0.265351,1.361194,0.033931,0.046187,0.144853,0.403967,0.234246,3.356099,0.307466,-0.0729,0.537158,-0.508557,-1.271762,0.004258,0.000198,0.024455,0.070099,-0.009344
2017,2023,0,2.148622,1.634136,0.43819,1.77996,0.06067,0.107991,0.130289,0.337125,0.465659,10.839535,1.425717,0.0338,1.442428,-0.022397,0.803166,0.030246,0.000942,0.048968,0.042238,-0.024812
2020,2023,0,1.616446,1.301861,0.306315,1.441576,0.078058,0.112527,0.1559,0.505734,0.500696,6.997628,3.028232,0.0468,0.61502,0.085252,-0.063743,0.084753,0.050242,0.222292,0.053308,-0.013461
2025,2023,0,2.766137,2.45295,0.346839,1.531017,0.077882,0.119239,0.139811,0.379874,0.557051,1.983091,3.62395,0.1116,0.991542,-0.363756,0.041214,0.118293,0.014702,0.110921,0.089196,-0.00366
2026,2023,1,2.04809,1.735078,0.348027,1.533806,0.033962,0.052091,0.07601,0.189788,0.446812,4.725279,3.451146,0.0137,0.485914,0.115186,0.720558,0.04915,0.032945,0.135966,0.048353,-0.011337
2028,2023,0,1.879641,1.515239,0.430646,1.756375,0.085864,0.150809,0.129094,0.294998,0.665126,2.87195,3.070627,0.0817,0.400715,0.183507,-0.086673,0.192076,0.025747,0.084312,0.028731,-0.000241
2035,2023,0,1.447033,1.216735,0.487413,1.950887,0.062325,0.121588,0.071986,0.421793,0.865789,8.302657,4.498764,0.1066,0.352987,0.161392,-0.129523,0.074534,0.044017,0.179795,0.045376,-0.001672
2042,2023,0,1.036992,0.513021,0.621594,2.642666,0.004055,0.010716,0.005058,0.042424,0.801787,13.608241,2.612861,-0.0338,0.228517,-0.208878,-2.244716,-0.060816,0.0498,0.274383,0.02582,0.013227
2045,2023,0,1.722318,1.510685,0.435347,1.770999,0.051614,0.091409,0.060838,0.150594,0.848394,4.285395,8.553163,0.0889,0.902846,-0.119332,-0.804015,0.343438,0.018368,0.107902,0.036372,-0.001402
2046,2023,0,2.201659,1.750895,0.346755,1.530819,0.052329,0.080107,0.097117,0.328645,0.538826,4.446279,3.557908,0.0251,0.566102,0.309646,-0.556743,-0.016352,0.042886,0.257533,0.101136,0.008418
2048,2023,0,1.397151,1.137165,0.492128,1.969002,0.052951,0.104261,0.062018,0.170154,0.853806,3.703788,6.495425,0.0601,0.258949,0.102011,-0.301723,0.180664,0.020371,0.153341,0.043293,-0.000188
2050,2023,0,1.698266,1.308995,0.433572,1.765451,0.091993,0.162409,0.119462,0.278921,0.770064,4.253176,3.848981,0.0678,0.30671,-0.134148,-0.061167,0.140529,0.026461,0.242403,0.060117,-0.002962
2051,2023,0,1.753352,1.419934,0.498677,1.994722,0.015209,0.030338,0.027823,0.159022,0.546629,2.27536,3.013863,0.0181,0.666187,0.11002,-1.024057,0.035189,0.018412,0.054443,0.042649,-0.006704
2056,2023,0,1.270533,1.099677,0.566495,2.306779,0.086147,0.198722,0.092589,0.20729,0.930421,7.238142,7.997075,0.1519,0.453618,-0.280879,-0.624409,0.203626,0.023921,0.259092,0.028998,-0.012766
2057,2023,0,2.092238,1.829307,0.344374,1.525259,0.060394,0.092117,0.116002,0.258804,0.520633,2.145998,4.735454,-0.0328,0.630178,0.054768,-0.579007,0.068668,0.051724,0.194698,0.060908,-0.000166
2062,2023,0,1.223062,1.027179,0.70864,3.432182,0.024352,0.083579,0.059124,0.15188,0.411877,3.952397,2.859048,0.0563,0.272347,0.293086,-0.106808,-0.04783,0.004486,0.066061,0.018543,0.005491
2064,2023,0,2.233606,1.830254,0.298085,1.424674,0.069821,0.099472,0.094271,0.153479,0.740636,10.571264,6.147777,-0.0022,1.078898,-0.062793,-0.036693,0.084055,0.032654,0.32015,0.016361,-0.005536
2065,2023,0,1.762157,0.924908,0.491925,1.968215,0.02691,0.052964,0.055198,0.239796,0.487514,1.783442,0.913784,-0.0222,0.178918,0.773663,-2.105876,0.063346,0.00711,0.016257,0.077049,0.012278
2066,2023,0,1.220419,0.839655,0.700816,3.342428,0.032799,0.109628,0.034352,0.1607,0.954805,4.806412,3.569695,-0.0226,0.084765,0.150187,0.643484,0.102233,0.052484,0.186342,0.05052,0.010541
2067,2023,0,2.229725,1.648828,0.318208,1.466724,0.011124,0.016315,0.01668,0.059975,0.666867,11.477944,6.594497,-0.0656,0.909751,0.006619,1.269565,0.028405,0.073609,0.495003,0.028474,-0.002583
2073,2023,0,1.274216,0.665125,0.652703,2.879379,0.02477,0.071322,0.070007,0.260003,0.353818,4.845373,0.736647,-0.0283,0.177608,0.593266,-0.019823,0.162966,0.025237,0.139186,0.081118,0.01152
2079,2023,0,2.559617,2.06274,0.252876,1.338465,0.039628,0.05304,0.038064,0.143618,1.041078,4.316107,7.398101,-0.0174,0.396602,0.14899,1.487771,0.148492,0.007125,0.159231,0.027052,0.002515
2080,2023,0,1.113629,0.909301,0.533549,2.14385,0.047809,0.102496,0.104905,0.24647,0.45574,3.343501,4.995808,0.0495,0.175239,0.3085,0.521701,0.077619,0.038799,0.43989,0.050293,0.013608
2081,2023,0,1.421197,1.33514,0.632651,2.722206,0.02804,0.076331,0.051508,0.148112,0.544381,1.456256,8.800779,0.0031,0.25987,-0.370408,-0.226888,0.000525,0.002762,0.033088,0.029781,0.002671
2083,2023,0,1.071171,0.745185,0.521669,2.090601,0.032151,0.067215,0.049346,0.165215,0.651539,8.25879,4.143053,0.0043,0.16495,-0.018707,-0.734369,0.107475,0.08916,0.374486,0.037154,0.00969
2085,2023,1,1.330825,0.938073,0.468459,1.881321,0.058598,0.110242,0.063798,0.203302,0.918493,4.990653,4.64203,0.0526,0.240159,0.1261,0.282951,-0.029795,0.088902,0.22582,0.047975,0.01537
2088,2023,0,2.858005,2.558542,0.268178,1.366452,0.127814,0.174652,0.139311,0.310363,0.917476,3.859204,8.128103,0.0215,0.59677,0.385127,-0.301716,-0.137318,0.03384,0.191784,0.048396,-0.001762
2091,2023,0,2.150998,1.944304,0.507713,2.031334,0.061136,0.124188,0.071055,0.168343,0.860406,6.866641,9.212679,0.0202,1.04281,-0.259363,-0.259998,0.089365,0.029006,0.071116,0.031011,-0.003588
2093,2023,0,3.225103,1.362935,0.179514,1.218791,0.024053,0.029316,0.199877,0.472174,0.12034,3.528374,0.225565,-0.0075,0.23434,0.877377,-0.535285,0.022063,0.018657,0.235206,0.174095,0.003616
2098,2023,0,1.622145,1.236734,0.352502,1.544407,0.06127,0.094627,0.055457,0.32613,1.104837,4.922119,5.990491,0.0554,0.450249,0.177509,-0.645394,0.00751,0.029711,0.32953,0.068819,0.005913
2101,2023,0,1.624237,1.35416,0.388615,1.635631,0.034722,0.056792,0.058583,0.189925,0.592699,3.259296,5.160991,0.0653,0.639403,0.206259,-0.064936,0.404213,0.024612,0.245471,0.041594,0.004101
2108,2023,0,2.216665,1.911111,0.279433,1.387796,0.039006,0.054132,0.105877,0.145249,0.368406,3.154658,6.747473,0.0032,0.733305,-0.073329,-0.614966,0.013793,0.050641,0.241277,0.029741,0.002947
2117,2023,0,2.188506,1.879409,0.291893,1.412216,0.073863,0.10431,0.1361,0.359894,0.542709,5.625181,4.134811,0.0308,1.298695,-0.016709,-0.40847,-0.015505,0.036147,0.311215,0.078736,0.000631
2119,2023,0,1.197365,0.745684,0.441315,1.789917,0.034754,0.062207,0.045271,0.128505,0.767695,4.089873,3.5818,-0.0603,0.168741,0.016568,0.533235,0.215643,0.026023,0.258875,0.042011,0.006662
2122,2023,0,1.463559,0.825879,0.346433,1.530065,0.040576,0.062085,0.18905,0.203732,0.214633,6.694117,0.795006,-0.06,0.326451,-0.184688,-0.720965,0.06074,0.03561,0.081101,0.166421,-0.000157
2125,2023,0,1.306518,1.016301,0.43439,1.768001,0.067817,0.1199,0.157273,0.215557,0.431205,6.135289,4.520168,0.0314,0.364499,-0.033897,0.291558,-0.022868,0.054248,0.414688,0.047159,0.021579
2126,2023,0,1.135999,0.899755,0.623025,2.652697,0.043363,0.115029,0.063585,0.215655,0.681967,2.754022,4.189874,0.0019,0.18074,0.10824,0.026963,0.194674,0.047429,0.221427,0.055043,0.00747
2128,2023,0,1.228094,0.979557,0.292713,1.413854,0.103517,0.146358,0.187022,0.318056,0.553503,14.216278,12.664354,0.0594,0.283243,0.091127,-0.021644,0.151497,0.098638,0.503637,0.032884,0.005416
2129,2023,0,1.551126,1.185435,0.518346,2.076179,0.031175,0.064726,0.065919,0.202479,0.472933,10.934345,5.778068,0.0008,0.390667,-0.237264,-2.539765,0.154646,0.034712,0.429228,0.024217,0.015277
2130,2023,0,1.725598,1.465759,0.393159,1.647878,0.084178,0.138714,0.132395,0.326318,0.635805,2.649685,5.428347,0.0431,0.343538,0.156794,0.14122,0.080852,0.032867,0.28004,0.046129,0.009451
2132,2023,0,0.843832,0.65848,0.572831,2.340993,0.006233,0.014592,0.011898,0.102362,0.523911,4.501006,5.283485,0.0452,0.00903,0.085637,-0.900909,0.086376,0.020089,0.462746,0.032844,0.016346
2135,2023,0,1.338009,1.160353,0.649685,2.854576,0.017889,0.051066,0.025317,0.112885,0.706617,2.859634,5.741548,-0.1493,0.042561,-0.034627,0.10986,0.04947,0.024231,0.095166,0.024116,0.007378
2136,2023,0,1.902393,1.620706,0.298192,1.424891,0.028489,0.040594,0.027141,0.096522,1.049691,15.137324,11.480348,-0.0567,0.898188,-0.17359,-2.605679,0.051931,0.017896,0.413344,0.013644,-0.00365
2138,2023,0,1.366756,1.112355,0.479678,1.921887,0.05888,0.113161,0.146819,0.353485,0.40104,2.578475,3.769002,0.0546,0.22359,0.014953,-0.226632,0.148831,0.040625,0.452747,0.055883,0.014521
2139,2023,0,1.637133,1.245833,0.430478,1.75586,0.045775,0.080374,0.056932,0.223081,0.804028,3.697853,4.224364,0.0806,0.353663,0.249765,0.164626,0.076915,0.054283,0.188022,0.048748,-0.00575
2149,2023,0,1.818924,1.154087,0.474435,1.902715,0.042658,0.081167,0.086784,0.219473,0.491548,2.863532,1.646285,-0.0132,0.271018,0.125918,-0.183889,0.025894,0.035142,0.249564,0.056518,0.013521
2152,2023,0,1.676005,1.446929,0.448623,1.813641,0.048621,0.088181,0.140607,0.358823,0.345792,3.680051,2.255936,0.0248,0.70325,0.565758,-0.025922,0.294975,0.010113,0.057065,0.058547,-0.017865
2154,2023,0,1.840826,1.376024,0.366372,1.578213,0.103314,0.163051,0.138741,0.647079,0.744653,8.108439,1.61065,0.0797,0.724484,0.325366,-0.032793,0.177728,0.033511,0.06611,0.070503,-0.009489
2156,2023,0,0.93817,0.696221,0.578704,2.373628,0.006193,0.0147,0.009699,0.11667,0.638496,5.727578,6.260254,0.0672,0.330122,0.060645,1.047196,-0.021259,0.009377,0.45623,0.023135,0.035706
2164,2023,0,1.172671,0.732962,0.427186,1.745768,0.01723,0.030079,0.02689,0.202781,0.640736,4.286603,2.807438,-0.0307,0.19015,-0.003869,-0.014118,0.002173,0.04515,0.322875,0.055985,0.011374
2165,2023,0,1.034637,0.91901,0.580456,2.38354,0.007844,0.018697,0.014459,0.193793,0.542539,4.950384,7.826867,-0.039,0.25388,0.144546,-1.158956,-0.129306,0.047708,0.216245,0.089865,0.028151
